product_id,user_id,rating,sentiment_label,text,summary,helpfulness_ratio,date,ai_sentiment,ai_sentiment_score,keywords
B001EPQGN0,A2G2DXPFZKG48W,5,positive,if you like the s. african rooibos tea you gotta try this blend. the vanilla is tasty and the almond bits add just a touch of flavor. just steep to taste. its a great tea and easy to blend with soy. mmmm.,great rooibos tea,0.0,2008-04-20,positive,0.98,"['rooibos tea', 'blend soy', 'blend vanilla', 'tea', 'african rooibos']"
B003QNJYXM,A1W67LUM9P3XGE,5,positive,my brother whos in the air force loves this stuff and eventually i got into it as well. i just sent him a 12 pack as a gift to keep him going during his daily 12 hour shifts.if you have never tried regular 5 hour i would try that first especially half a bottle to see how it effects you. then if you feel like its just soso try one of these extra strength ones and you might see a significant improvement. energy products affect us all in different ways and 5hour extra is packed full with high amounts of bcomplex and energy concentrated mixture gaurana taurine caffeine ginseng etc.. ive read doctors reviews of energy supplements like these and as long as you arent chugging down more than the recommended amount 2 bottles a day max they are perfectly fine. make sure you talk to a md if you have high blood pressure or have medications that might interact with a highly caffeinated shot such as these.i recommend putting these in the refrigerator and drinking them in the morning or an hour before working out.,gooood stuff!,0.8,2012-01-19,positive,0.931,"['energy supplements', 'highly caffeinated', 'taurine caffeine', 'supplements like', 'reviews energy']"
B004DGRN1G,A20O2WNZMU59V9,3,neutral,yeast extract means msg doesnt it? deceptive. notice its also the only ingredient not labeled organic. many socalled natural brands are doing this.,msg?,0.6,2011-08-18,negative,0.734,"['yeast extract', 'yeast', 'labeled organic', 'organic socalled', 'natural brands']"
B000G1PAC6,A2JJIW2THGCGYY,3,neutral,this reasonably priced product isnt as rich in flavour as some wuyi teas. instead it has a surprisingly light flowery flavour. i liked it but i was a slightly disappointed because i was expecting something else. definitely seems to have an appetitesuppressing effect for that alone its worth every penny. and... its cheaper for 100 tea bags than any off the shelf supermarket teas.,good value for money,0.0,2009-06-06,neutral,0.3673,"['wuyi teas', 'flavour wuyi', 'supermarket teas', '100 tea', 'tea bags']"
B003X4PNVG,A3Q7C0V12LS2WF,5,positive,most of the spices and herbs from this company are 3.95 check in the grocery store except for a few exceptions as in parsley and lemon pepper in bargain .50 jars you will not find a cheaper price.you usually can share the product 5ways with friends and have as much as youd have paid for a regular sized jar of mccormickschilling.linda muir recipe columnist wisconsin state farmer cook book writer,good product,0.0,2011-09-29,neutral,0.6262,"['jars cheaper', '50 jars', 'spices herbs', 'spices', 'jars']"
B001E5E05G,A39I39O1ASMPFQ,5,positive,this makes a great cereal so i have thought. with almond milk fruit and a protein this makes a well balanced meal and is great for an on the run breakfast. has a nice crunch and stays with you through the morning. has good fiber and protein. with the recent kashi controversy regarding how their soy is processed i am not sure how long i will continue to use this. i have recently returned to my flax cereal on some days. arrives as expected fresh and well packed.,great cereal!,0.0,2012-05-21,positive,0.9583,"['flax cereal', 'almond milk', 'cereal', 'great cereal', 'soy processed']"
B004U7QG7A,AUZ234UEHQQ5D,1,negative,please do not buy this junk. it is the worst coffee you could possibly get. produces no crema at all and tastes like burnt bitter coffee. the pods have residue coffee on the side not cleanly packed.,worst coffee you could buy,0.0,2012-03-11,negative,0.9463,"['coffee pods', 'pods', 'coffee cleanly', 'worst coffee', 'residue coffee']"
B001O4GMDU,A3U1Q25Y28TWHO,1,negative,i order my product badia complete seasoning on september 12th and it is now november 1st and i still have not received my product. needless to say i wont be ordering from them again...,unsatisfied customer...,1.0,2011-11-01,negative,0.8941,"['seasoning september', 'complete seasoning', 'seasoning', 'wont ordering', 'order product']"
B0012O07JC,A2P2VPV4HX4Y7W,5,positive,i use this drink as a pre workout energy boost and it does the trick! the taste is great but you have to serve it chilled. i let one of my friends try it and he is a huge red bull fan and was definitely impressed with the taste. i believe the 1 star reviewer either had a bad batch or did not try it chilled.,this is the best energy drink especially if youre watching calories,0.0,2011-04-19,positive,0.9545,"['try chilled', 'workout energy', 'serve chilled', 'energy boost', 'pre workout']"
B000N9O9VE,ASGQG5W29H6AK,5,positive,this no salt tenderizer works well just leave on a little longer than salted others. the seasoning is very tasty and is a great alternative for people who want to control salt intake. i will be buying this product from now on. loved it!,no salt tenderizer,1.0,2011-05-07,positive,0.9832,"['salt tenderizer', 'salted seasoning', 'control salt', 'tenderizer works', 'tenderizer']"
B002GWFA64,A1D89J8UN7SUAO,1,negative,this coffee was 3 months old when i got it. buying this coffee through amazon is a mistake not fresh! subcribe and save is a worse mistake. great price for old driedup coffee beans is bad news. do yourself a favor only buy this coffee directly from coffee bean direct where it is freshly made!,old coffee!,0.0,2012-10-19,negative,0.9171,"['driedup coffee', 'buying coffee', 'coffee bean', 'coffee amazon', 'buy coffee']"
B000CHMJZA,A2XIQXA9QEM29E,3,neutral,i am not going to buy this again. the flavor is ok but not great.,tastes ok,1.0,2009-11-27,negative,0.9357,"['flavor ok', 'buy flavor', 'flavor', 'great', 'ok great']"
B000FPDYRQ,A3N04FXWH1J1WJ,5,positive,i just bought my second case! i have found if i put the dough in the refrig. i can roll them out and make all the fun shapes my kids use to get with gluten. best of all they kept asking do these have gluten in them?,need to eat,1.0,2007-11-06,positive,0.8681,"['use gluten', 'asking gluten', 'gluten', 'case dough', 'dough refrig']"
B004CYLW7A,A1F7AFVBKHSOT8,2,negative,far from a perfect mix of flavors cruchy nut cereal is basically your average sugary cereal. sadly the sugar is about all you taste there is no distinct honey or nut flavor just sugar and crunch.i cant imagine this is any healthier than captain crunch or lucky charms and with those cereals you actually have distinctive flavors. as an attempt to invade the honey nut cheerios market this is entirely a failure.,sugar crunch,0.0,2011-02-16,negative,0.8648,"['nut cheerios', 'nut cereal', 'sugary cereal', 'nut flavor', 'cruchy nut']"
B000MRTSB8,A90U5GYXNRFI7,5,positive,these were delivered quickly and are delicious. highly recommend this for anyone with a weakness for chocolate covered cherries. yum!,yum!,0.0,2010-04-20,positive,0.991,"['cherries', 'cherries yum', 'covered cherries', 'quickly delicious', 'chocolate covered']"
B000HDL1P8,A1TKKOW3K7XEN7,2,negative,the hot and sour soup was good. im not sure what it needed but i couldnt make it taste as good as some of the restaurant hot and sour soup i have eaten. it was tasty but not like i wanted the hot n sour soup to be.,not quite as i expected,0.75,2009-03-03,positive,0.4575,"['sour soup', 'soup good', 'soup eaten', 'hot sour', 'soup']"
B004OAZ36I,A7T5DWMB457BB,1,negative,i was so excited to receive a variety of flavors and brands but received only 3 different brands and 4 different flavors most of them were cappuccinos and i tried them and they were very very weak and sweet. disappointing.,poor selection,1.0,2012-10-18,negative,0.8385,"['flavors cappuccinos', 'flavors brands', 'different flavors', 'variety flavors', 'flavors']"
B000FPM5DA,A3BZPKDQRQIQY5,5,positive,i just wanted to add that my order on march 11 2007 came with 15 dingo stix per package thats 50 more free and they are still priced 1.25 with buy 3 get one free a great deal and the dogs love everything dingo so far.,50 more free!,1.0,2007-03-14,positive,0.9724,"['dingo stix', '15 dingo', 'love dingo', 'free priced', 'package']"
B000EVMNP0,A2M29QJO65EW9X,5,positive,if youre a gummy candy aficionado like me you probably know that these raspberryblackberry candies are generally considered a lesser version of the jelly belly gummiesat less than half the price of the iconic jelly belly candy. jb gummies have very tiny crunchy nonpareils and distinctive tart berry flavors.but wait! having purchased a 5pound bag of the haribo variety i now know its not just a cheaper substitute for the jb candies. their larger nonpareils actually have an interesting less crunchy texture and provide a pleasant introduction to the gumdrop inside. the haribo flavors while not as distinctly berrylike as their jb counterparts are very tasty. the gummy portion is somewhat chewier than the jb brand and its also less cloyingly sweet.in short i really prefer the haribo gummy berries to the jelly belly version...and the lower price is sweet too!,not just a substitute!,0.0,2012-02-21,neutral,0.5632,"['jb gummies', 'haribo flavors', 'gummy berries', 'berrylike jb', 'haribo gummy']"
B000EVOSE4,A159WK7RV6X9JX,4,positive,purchased these bears to soak in vodkarum. after 24 hours in rum they were terrible. however 24 hours in vodka they were still quite tasty and easy to eat. also my nephews said the regular bears were quite tasty.,rummy bears drunken idiots everywhere.,1.0,2012-09-07,neutral,0.4037,"['bears soak', 'regular bears', 'vodka quite', 'hours vodka', 'purchased bears']"
B002GWH8SM,AI0BCEWRE04G0,5,positive,summarythe city roast is a medium to moderatelydark roast rich coffee which i would grade as a typical american coffee being c. i drink my coffee strong and city roast makes a good strong cup. it is full flavored without being bitter. unlike darker roasts it is not glazed with sugar which melts and sticks like a turd in your coffee grinder. in short it is not the very best coffee i have drank but a very good coffee and the best combination of quality and value that i have found.normally a coffee called city roast would not have caught my attention and i would avoid anything called supremo but the city roast was included with the sampler i purchased coffee bean direct assorted whole bean coffee sampler 9pound box and it was by far the bestthe only coffee in the sampler which impressed me. im now working on my second 5 pound bag.coffee bean directcoffee bean direct concentrates on flavored coffee which i loath decafinated coffee whats the point? and dark roasts which i usually avoid. i normally prefer light roasts but cbds light roasts and least those in the sampler were mediocre barely up to maxwell house or folgers standards. as a generalization dark roast coffee is analogous to red wine as compared to white wine. some dark roasts are exceptionally rich and flavorful but it is harder to find a good dark roast than a good light roast. intense roasting either enhances the flavor or destroys it more often the latter.coffee servicesthe great advantage of coffee bean direct and other services such as boca java highly recommended and gevalia is that you are assured of fresh beans whereas you never know how long coffee has been setting on a grocery shelf or in a warehouse. fresh beans make a huge difference. of course that means that if you buy 5pound bags for home use you need to refrigerate it and keep it tightly sealed.other recommendationsive been using the mellita system for about 40 years which i strongly recommend melitta cone filter coffeemaker 10 cup 1count. i have found that the best artificial sweetener with coffee is pure stevia. pure stevia extract powder by kal 3.5 oz pure stevia is the sweetener in the more common truvia but without the fillers which alter the taste and leave a yucky residue in your cup. as an extra bonus pure stevia is much more economical.,very good coffee very good value,1.0,2012-05-15,positive,0.7469,"['roast coffee', 'best coffee', 'city roast', 'flavored coffee', 'moderatelydark roast']"
B007R4HG4K,A2RQ4YHHG9TQ3Y,4,positive,this is my first time trying kcups that are meant to be brewed over ice and i really like them.it took me a little to figure out the optimal amount of ice and which coffee output size to select with my initial attempts going with too little ice and too much coffee. my suggestion lots of ice and use the small brewing sizethat leaves me with enough ice that it stays chilly for a while.if you like leave room for a splash of milk and some sugar maybe a little caramel and voila homemade frappuccino knockoff on the cheap.,my first box of brew over ice products,0.0,2012-01-25,positive,0.9207,"['trying kcups', 'ice coffee', 'kcups', 'kcups meant', 'coffee suggestion']"
B000REI2X6,A1E2CA0GVC3HWS,5,positive,what a great idea! i remembered visiting the factory with my parents as a child and i loved picking out the different bags of belly flops in all their vibrant colors. though the product i received contained a random assortment i was very pleased with the quality and flavor of the beans. id definitely order this again... you just cant get a better tasting candy than jelly belly jelly beans!,one happy camper!,0.0,2007-06-05,positive,0.9868,"['belly jelly', 'jelly beans', 'jelly belly', 'flavor beans', 'bags belly']"
B0001217BS,APUGOQXN3PB7Z,5,positive,i grew up as an army brat in germany and my mom is german. because of the commercials and the kids there i somehow got a chance to taste this stuff and the first time i saw it here in the u.s. i nearly screamed with joy. i bought jars for my friends so that they got a chance to enjoy it. hopefully they havent or will not americanize it by adding extra sugar.kinder chocolate eggs with toys inside are next or just the bars.,everyone loves it. great on soft white bread. yummmmmy!,0.75,2005-12-14,positive,0.8471,"['brat germany', 'german commercials', 'sugar kinder', 'extra sugar', 'chocolate eggs']"
B0041FCF1M,A1LIAZOA6C39JT,3,neutral,first the coffee. its perfectly fine but nothing near the gift from heaven other reviewers here will have you believe. its a touch acidic to my stomach certainly does seem to have a kick to it and is otherwise a decent cup to wake up to.see edit belowsecond the fraud. i wont buy any ravens brew again because i strongly suspect that fraudulent reviews are being posted on amazon. multiple reviews on the same day reviewers who are strangely eloquent about coffee and reviewers who apparently only review ravens brew coffee and nothing else. really?very sad.edit ive been informed that ravens brew solicited reviews either good or bad via their facebook page. while id be surprised any facebook fans of ravens brew would write bad reviews ill give them a pass. just be aware of this fact when reading their reviews on amazon.,coffee is ok not great.,0.91,2011-09-27,negative,0.7438,"['ravens brew', 'coffee reviewers', 'coffee perfectly', 'brew coffee', 'coffee really']"
B000JZDY0Y,AA0Y9NM70HPW5,2,negative,the product that i received was stale with white powdery stuff on each individual candy bar. it was not glossy either like chocolate you buy at the local stores. the chocolately taste was also disappearing appearing not normal. it was flakey but just not as chocolately as i remembered. i love this candy bar. however even though this product was not expired i will not buy it from the same seller again.,chalky choco,0.5,2010-10-18,negative,0.4965,"['stale white', 'received stale', 'stale', 'white powdery', 'candy bar']"
B001EO5XSU,A3C2RRUJ227DDF,5,positive,this is a great tasting product that is good for you. my kids ate it all the time when they were young. now the big three cereal makers have succeeded in pushing it off our local shelves. really too bad.i can choose from any of the twenty two facings of quaker oats i counted them but not one for wheatena. what a shame.,whoopie for wheatena !,0.0,2008-12-16,positive,0.5148,"['oats counted', 'cereal', 'oats', 'quaker oats', 'cereal makers']"
B000ED7M3Q,A3VRZ95YZWQKP8,5,positive,using all of bobs red mill gf products has saved my life. the flour is a staple in my kitchen. this company took responsibility to produce gf quick and regular rolled oats which i can now find in my area. very good products.,gf product,0.0,2010-12-05,positive,0.9745,"['flour', 'life flour', 'flour staple', 'gf products', 'oats']"
B001LGGH40,A1SCANWWQTEG9I,3,neutral,prostastes pretty goodslightly lower sugar than sodavitamin ccarbonation adds a little pizzazzconsleans toward being too sweet at least for menot significantly healthier34 size can compared to regular 12 oz drinkbottom lineits an okay but not great blending of the soda and juice worlds. personally i would say stick with the real thing for more satisfaction. ie if youre in the mood for a juice beverage grab juice. soda same thing.,pretty good,0.0,2009-03-17,neutral,0.6563,"['sugar sodavitamin', 'sodavitamin ccarbonation', 'juice soda', 'sodavitamin', 'soda juice']"
B001P3NU30,A3U8SPP6NISW0A,3,neutral,my dogs love them but i am not sure they do any good for their teeth and the sizes of the pieces in the large size are all over the place. there doesnt seem to be any consistency in size of thickness.,dogs love them but...,0.0,2012-05-27,negative,0.8717,"['teeth sizes', 'teeth', 'good teeth', 'size thickness', 'consistency size']"
B00772YD7U,AX2D1DE4WQU6W,5,positive,i think im one of those hard to please people insofar as sauvignon blancs are concerned. from the 1st sip this wine absolutely captivated me. i love a crisp citrus laden sauvignon blanc and can usually count on wines from either the malborough or hawkes bay regions of new zealand to satisfy my tastes. this one does not disappoint and is the best ive had in quite awhile. this is definitely one i plan on stocking up on weve still got quite a few months left of hot weather here in the santa cruz mountains.,absolutely perfect!,0.0,2012-08-09,positive,0.9543,"['sauvignon blanc', 'sauvignon blancs', 'sauvignon', 'insofar sauvignon', 'wines']"
B0089C9EXK,A41CEDED9SAUY,5,positive,jasmine tea is supposed to give you pretty dreams. and when combined with green tea it will give you healthy pretty dreams. love it!,jasmine green tea,0.0,2012-06-26,positive,0.9849,"['jasmine tea', 'tea healthy', 'green tea', 'tea supposed', 'tea']"
B0017WFX6G,A1STNM7U2WM1HN,5,positive,this product works wonders in my dishwasher. i live in the midwest and we have hard water. my dishwasher began having a white film on my glasses and dishes. the dishes werent looking clean anymore and the inside of the dishwasher had the film all over. i tried running a cycle with vinegar and that helped some but i was worried that my dishwasher was going to have major problems. i read about using citric acid cyrstals to remove the film. with no luck at finding citric acid around my area i ordered it from amazon. i got it quickly and used it immediately. it took 3 cycles to really remove the film and make my dishwasher look like new. using the citric acid every couple of weeks keeps my dishwasher sparkling clean.,sparkling clean dishwasher,1.0,2011-02-09,positive,0.5613,"['dishwasher film', 'dishwasher sparkling', 'vinegar helped', 'make dishwasher', 'keeps dishwasher']"
B000HDK0DC,APAWTFE9TKQI2,5,positive,these are truely delicious. every flavor is good except for the watermellon which is a bit lame...not much flavor. the only thing is that you do not get even amounts of each flavor but at random. despite these small details these are really really good!,delicious,0.0,2011-04-27,positive,0.8881,"['good watermellon', 'watermellon', 'delicious flavor', 'watermellon bit', 'flavor good']"
B002UQE206,AHMJ1E0YUWTUJ,3,neutral,i will preface my comments by saying that while not a coffee snob i am a coffee enthusiast i enjoy reading about coffee roasting it grinding it trying different methods of brewing it etc.. although ive had keurigbrewed coffee before i just bought my own machine and am in the process of sampling the many different varieties of kcups out there. i typically prefer robust city roast coffee with a lot of depth but with higher notes to add some complexity. i drink my coffee black and have been using the medium i believe its 7 oz cup setting on the machine. i have only tried a few kcup varieties so far so as far as kcup coffee is concerned i have little for comparison. my favorite so far is newmans extra bold. that being said i found tree hugger to be a bit pale by comparison. calling it is extra bold is somewhat of a stretch. i realize that in kcup terminology extra bold simply means more coffee per kcup but the coffee itself lacks depth for my taste. it does have brighter berry notes as noted in the description but does not have substantial body nor does it linger on the tongue. rather it imparts a slight dry mouthfeel that while not offensive leaves me less than satisfied.as for me i am not a tree hugger so that aspect does not sway me nor do i really care if its organic to be quite honest. we all die sooner or later and no matter how long the good lord has decided to keep me here on this earth i intend to enjoy my coffee organic or not. however if these things are important to you then perhaps you will find tree hugger to be an acceptable cup of coffee especially if you prefer a more dounut shop style coffee. for me it was okay hence the 3 stars. thanks for reading my 2cents worth.,passable for tree huggers,0.0,2010-11-03,positive,0.6426,"['kcup coffee', 'coffee kcup', 'style coffee', 'varieties kcups', 'keurigbrewed coffee']"
B002NBIE34,AIQLQL7ACBLNP,1,negative,i guess when i bought these i thought the box would be bigger and the items would be too. its a tiny box with tiny items for a huge price. the box arrived smashed so the bars inside were smashed as well and they are not like oreo cookies they have cookie bits on the bottom with a little marshmallow on top. these arent satisfying although theyd be ok if i hadnt paid so much for them! way too costly. its better and more satisfying to eat two oreo cookies.,dont buy them,1.0,2012-07-06,negative,0.7509,"['box bigger', 'oreo cookies', 'bigger items', 'box tiny', 'tiny box']"
B0000CDBQN,A3E1KL2N4ZOQ8W,5,positive,just a little is needed to get the full effect. this seasoning blend is spicy hot just like the label states. it still tastes good like the more mild version but it has a definite kick to it. what i like to do is mix the two this one and chef paul prudhommes magic seasoning blends pizza pasta magic herbal. that way it is not too intense for me.,a recomended spicy hot blend,0.0,2007-08-10,positive,0.6421,"['blend spicy', 'seasoning blend', 'seasoning blends', 'blends pizza', 'effect seasoning']"
B00412W76S,A3SZXHW69DXMUC,5,positive,worked great. a good must have for breastfeeding mothers. helped in restoring my breastmilk supply and only took two to three days. will buy again!,tea,0.0,2011-12-28,positive,0.9759,"['restoring breastmilk', 'good breastfeeding', 'breastfeeding', 'breastmilk', 'breastfeeding mothers']"
B000P0VRW0,A2A1XYSB692L6J,3,neutral,many people trying to be and sound more sophisticated substitute the words smoked salmon for the word lox. having eaten the sea bear smoked salmon trio herein being reviewed and the literature that comes with it i have learnt that whilst all lox is smoked salmon not all smoked salmon is lox. seabear does offer a nice large package of lox....and calls it lox and illustrates it in the advertising flyer that comes with the smoked salmon trio. but the fish within the smoked salmon trio is not lox. the fish here is dryish and very salty. lox on the other hand must go through additional preparation for it is far more moist than the dryish fish within the smoked salmon trio. i have seen in the cabelas catalogue lox described as buttery....which it truly is. for those who are interested lox also is usually certified kosher whilst the fish within the smoked salmon trio is not.the smoked salmon within the smoked salmon trio is as i have said very dry and salty. however all bones have been removed although the skin remains. this fish also will keep on a shelf! it need not be refrigerated until opened.the three types of smoked salmon within have very little taste variation to me. yes there is a tiny bit of difference....but not enough to excite my taste buds. and salmon right from cans especially the top brands and varieties right from the supermarket or on amazon taste almost the same to me at a far lesser price.the literature that comes with this set of three smoked salmon varieties is interesting and informative as is the history of seabear foods which is also given. this company obviously takes great pride in providing good salmon and other products to its customers and strives to be the best it can be. i would advise them however to emphasize even more the difference between smoked salmon and lox in all its literature and in the package description of all its products. knowing whether dry smokedsalmon or buttery or loxtype smoked salmon is in a package would be a great help to those who like me sometimes get their syntax and meanings confused betwixt the two.summary will not buy this product again. but hopefully the lox they sell will be available in smaller quantities!,s m o k e d......s a l m o n .....i s.....n o t.....a l w a y s..... l o x .,0.59,2011-01-18,neutral,0.6349,"['salmon lox', 'lox fish', 'smoked salmon', 'salmon smoked', 'lox smoked']"
B001RDJXUC,A16FEUZDTZRYGA,1,negative,low end quality! do not buy it! go to your grocery store and for better quality foods. it is an insult to the taste,delidirect gourmet meat cheese basket,0.5,2012-02-13,negative,0.8589,"['quality foods', 'quality', 'quality buy', 'better quality', 'foods']"
