product_id,user_id,rating,sentiment_label,text,summary,helpfulness_ratio,date,ai_sentiment,ai_sentiment_score,topic_id,topic_name
B000F08KCU,A16AY2OJ4UCRXR,4,positive,this sauce is salty. before you use the sauce you need to try it yourself. then when you use it you are only suppose to use it in small quantities as in small spoonfuls. add a little bit first taste the dish and then add more. this isnt a type of sauce that you can just slather on to something. when you stir fry with it lets say black bean chicken add a little bit taste and then add more.do not add any additional soy sauce to your dish. black bean sauce is pretty much black beans salt soy sauce and oyster sauce. you do not need to add any additional salt or soy sauce.i bought this sauce because if im short on time and i dont have time to soak black beans this is a good substitute.just a warning sampling the sauce itself is essential but it is so salty that it may make you gag. however it is delicious when used in correct quanitities and spread over meat.let me remphasize small quantities.,good sauce,1.0,2011-09-07,neutral,0.6315,2,2_sauce_salt_like_rice
B002QWP89S,A7JJX3KMDZD2F,5,positive,i gave a pet dog plural resemblance products but have got tired directly so far.however the pet dog continues greenies and wants it.,the pet dog is delighted too!,0.5,2010-03-14,neutral,0.5444,3,3_food_dog_dogs_loves
B000SARJT2,A2TE1DYOF3XUO7,3,neutral,i have had about a dozen varrieties of strawberry tea since last spring and have enjoyed some immensely. this one is just not as sweet or flavorful as the others i have tried. in the overall spectrum it is not the worst but certainly the others with more fruit in them are more to my preferance. jim mulcahy,not as sweet as other teas.,0.0,2010-10-07,positive,0.8937,0,0_tea_drink_like_taste
B000GAT6NG,AGAH1DTP3T5AG,5,positive,i started using this product a few months ago when i read about giving coconut oil to my black shih tzu pucci as a dietary supplement. he liked it immediately and his coat is glossy and his skin unblemished. i have also smooshed some into his hair before his bath as a conditioner with great success. i started eating it myself it has a very pleasant mild taste and i apply it to my hair and skin before a shower which makes even my hard feet smooth and soft without being greasy. it absorbs into the skin nicely. i thought the claims of a miracle product were merely the swoons of hippie health nuts but this product has enhanced my life and the life of my dog. i like nutiva products in general so that is why i chose it for the coconut oil and it seems wonderful in all aspects. it is part of my routine now. this size jar also seems to be an excellent value for a quality product.,inside and out,1.0,2010-01-27,positive,0.9395,5,5_oil_olive_olive oil_use
B000EDI1O0,A36RD00CG2G2UI,3,neutral,this buckwheat is very flavorful while uncooked. however it is driedroasted in such way that if you cook it the standard way you will end up with mush. you have to follow the recipe on the bag or some variation of it in order to get the grainy consistency. to me this method of cooking is more complicated than what i am used to and to a certain degree compromises the flavor. i am used to the kind of buckwheat that you can cook in a rice steamer and it does not turn to mush.i know in nonorganic world there are better products. not sure if there is any organic buckwheat that is better than this.i absolutely love the cracked buckwheat variety by this company that kind is usually cooked to be mushy and there the dryingroasting method used by this company puts it well above anything else i tried.,not as good as i expected,0.87,2008-10-17,negative,0.5064,-1,-1_product_like_good_taste
B0047MG8IA,AJFJM49TXP7AM,4,positive,i bought two of these for christmas to give to my husband. the chocolates on the inside were ghirardellis typical high quality individually wrapped chocolates. the problem was with the ornament. it was extremely hard to open. i wouldnt suggest this as a gift idea for anyone who has trouble opening containers like grandmas and grandpas with arthritis. its about the size of a softball so it does make nice decoration for people who can utilize all the muscles in their hands and are up to the task of trying to open the thing.,delicious ghirardelli chocolates that are nearly impossible to get into,1.0,2011-04-12,neutral,0.4687,1,1_chocolate_cookies_good_like
B000QV8KNW,AGHMDDWI6OQLD,3,neutral,i bought the tea to lose weight as on dr oz but have not had any results. would not buy it again.,white tea,0.0,2012-06-22,negative,0.8645,0,0_tea_drink_like_taste
B0009X0RA6,AYPSIGW9N4943,1,negative,stopped giving this product to my 9 yr old lab mix because she developed really bad diarrhea. now i have her on probiotics and scheduled a vet appointment. other than her having a weight issue she has never been sick. sorry i switched to this food.,diarrhea,0.33,2012-03-15,negative,0.8189,3,3_food_dog_dogs_loves
B008RWUKXK,AADK6ZHQG4SZR,3,neutral,i was expecting something more.blueberries very small pieces and not many of them.clusters where did they go?! when you look at the pictures of this product and other types of their granola it would appear that you are getting a bag of large clusters. not the case there are almost no clusters. the biggest cluster i found in all 3 bags was the size of a dime.taste good when you get some of everything.with all the other products out there i dont think i will be purchasing this one again.,clusters? blueberries?,1.0,2012-05-10,negative,0.6925,-1,-1_product_like_good_taste
B000GPRNGS,A1QFJWV0A526ED,5,positive,i buy this as well as the white sticky rice for 2 of my kids with celiac disease. they love rice and this type is hard for me to replicate at home. the price through subscribe save is definitely better than that found in the stores! the rice makes a convenient snack or sometimes ill send it to school with them for lunch. they have microwave accessibility.,ease convenience,1.0,2009-04-26,positive,0.9087,2,2_sauce_salt_like_rice
B001EO5R2W,A1H24BPMPH0Q0A,4,positive,i really love peace cereals. the company has such great values 10 of all profits go toward peace making efforts that is why the cereal is higher in price than most cereals.except for the price high sodium low fiber and small amount in the box all of the cereal flavors are great tasting! i like it despite these drawbacks because of the peace efforts the natural ingredients the freshness the spices and the mix of oat clusters and flakes.i especially love the mango passion cereal flavor it has a great spice flavor with cardamom! serve with great tasting soymilk and fresh fruit and you have a great breakfast! some flavors but not all include peace cereal mango passion low fat crisp 10.5ounce boxes pack of 6 peace cereal maple pecan crisp 14ounce boxes pack of 6 peace cereal raspberry ginger low fat crisp 14ounce boxes pack of 6 peace cereal wild berry low fat crisp 10.5ounce boxes pack of 6 peace cereal apple cinnamon crisp 10.5ounce boxes pack of 6,enjoy food thats good for the world,0.0,2008-04-18,positive,0.9761,1,1_chocolate_cookies_good_like
B000AY9U3O,A130VGG4P4PW5J,5,positive,along with the peter pan peanut butter peter pan creamy peanut butter 40ounce jars pack of 3 these were a mainstay of days without power here in sw va 1st week of july 2012 suggest keeping at least three packs sealing in air tight plastic container and rotate as water in an emergency kit. they are in individual wrapped stacks in each box.,exceelent product even better in an emergency supply kit...,0.0,2012-08-06,neutral,0.7052,-1,-1_product_like_good_taste
B000HBOCNI,A3CYWTPEC9I7X,5,positive,just a hint of honey and lemon perfect balance great taste doesnt even need to be sweetened.,great taste,0.0,2007-05-06,positive,0.9624,0,0_tea_drink_like_taste
B006N3I8PC,A26Z3GPBIENUVG,3,neutral,my wife loves this tea. i tried a cup and i like it too even though im a coffee drinker.the problem is 5 out of every 6 kcups weve used have split open and spread the groundup tea all over the place. it takes the fun out of having this type of coffeetea maker if you have to clean it after every cup.weve bought these before from a different source and didnt have this problem. were hoping this was just a bad batch. at any rate if you buy these be aware that you may have many cleanups in your future.i gave it 3 stars because the tea itself is so good.,tea is fine ... kcups suck!,0.0,2011-08-06,positive,0.6419,0,0_tea_drink_like_taste
B0089C9EXK,A41CEDED9SAUY,5,positive,jasmine tea is supposed to give you pretty dreams. and when combined with green tea it will give you healthy pretty dreams. love it!,jasmine green tea,0.0,2012-06-26,positive,0.9849,0,0_tea_drink_like_taste
B001VNGNOC,AC6JH4QDOKZ5N,5,positive,i bought this for my husband who previously had to ship it from holland until we found this brand. other us brands were large chunks of root or was blended with tea. this is just the actual cut and chopped root pure and fresh. we scoop it up in a tea ball and steep and it makes a great tea. this is also by far the best price that weve found on it. the downside is that we have to buy two pounds. that is a lot of tea. however the bags are foil wrapped and sealed so the second bag will stay fresh until we are ready for it.,good cut and very fresh,0.0,2012-10-13,positive,0.8061,0,0_tea_drink_like_taste
B000SMN0DO,AHAJ5BRYBP7U2,5,positive,dandy blend is awesome! why drink coffee when you can drink dandy blend? coffee has lots of things in it that are bad for you check the web even though people dont like to admit it. dandy blend is a liver cleanser and it tastes great. you can drink it hot or cold. i usually drink it hot and add a little rice milk to it to give it that creamy taste. mmm yum. i think ill go drink a cup right now. it is so much better than all of the coffee substitutes out there. ive tried them all.,this stuff is awesome!,0.0,2012-10-26,positive,0.8046,0,0_tea_drink_like_taste
B003B3OOPA,AYU404OSVUXQ2,4,positive,i used this product on toast instead of butter i used it to cook curry chicken. i used it to scramble eggs. i used it to flat iron my hair smooth i used it on my skin mmm. good vaginal lubricant too. also great for oil pulling. i read it can be used with baking soda as a natural toothpaste? havent tried that one yet. this product is well worth the money for its many uses.,the body loves coconut oil,1.0,2010-10-11,positive,0.8931,5,5_oil_olive_olive oil_use
B002NBIE34,AIQLQL7ACBLNP,1,negative,i guess when i bought these i thought the box would be bigger and the items would be too. its a tiny box with tiny items for a huge price. the box arrived smashed so the bars inside were smashed as well and they are not like oreo cookies they have cookie bits on the bottom with a little marshmallow on top. these arent satisfying although theyd be ok if i hadnt paid so much for them! way too costly. its better and more satisfying to eat two oreo cookies.,dont buy them,1.0,2012-07-06,negative,0.7509,-1,-1_product_like_good_taste
B005HGAV8I,A1K6NNR5X05TXL,5,positive,i love that this sampler box actually comes with so many samples of all different types of flavored coffees. its exactly what i was looking for so i could try a bunch of different flavors and figure out which ones i like best. like other reviews say it is not a fancy gift box but if youre giving it as a gift it would be very easy to throw a bunch in a basket with creamer packs flavored coffee liquor coffee spoons and a mug tie a big ribbon on the handle and give it as a gift that way. there are plenty in one box to make at least 2 of these baskets. the poster it comes with is sort of silly but i just gave it to my niece to color on. i was only getting this for myself to try out flavors and im very happy with it. the price is great for this type of variety.,awesome sampler!,1.0,2011-04-15,positive,0.9516,-1,-1_product_like_good_taste
B001M072XU,A3RSKYAEVOYGBJ,5,positive,this product is not a blink and its gone bone. my 11yr. old chocolate labs chew time on one of these bones is truly long enough...so much so that i can sit and watch her enjoy the chewing and see she is content afterwards. with prime shipping and subscribe and save...each shipment costs 1.65 per bone or 3.30 a package...from amazon to our home. that includes the tax. there are 5 packages like you see in the picture each containing 2 large bones for a total of 10 bones at 16.55.,retriever rough,1.0,2012-05-04,positive,0.7369,3,3_food_dog_dogs_loves
B002OSS32I,A3L1HLPHCGHUU,3,neutral,the assortment and taste is very good but they were order and delivered in the summer and they smell like they were in a fire. it doesnt affect the taste but the smoke smell is very noticeable. maybe they shouldnt be sent in hot weather or should be packed differently.,taste better than they smell,0.5,2010-11-24,negative,0.5881,1,1_chocolate_cookies_good_like
B005K4Q37A,A237O1A53PJRDO,5,positive,absolutely love the kcup very smooth tasting lots of flavor. so easy to get the cappuccino flavor at home by just popping one of these into your keurig machine instead of running out of the house and grabbing one.,kcup grove square cappuccino cups,0.0,2012-09-07,positive,0.9748,0,0_tea_drink_like_taste
B0002ASM94,A28MUVQMRJ6B9E,3,neutral,the bones have sat on my floor for about a week now. i wish i could leave a better review but none of my four dogs like them.,dogs not satisfied,1.0,2012-03-23,negative,0.9297,3,3_food_dog_dogs_loves
B000PG5ABI,A329U9VZ7EH9SH,5,positive,i like snacks in portion control packs. these are great to throw in my lunch bag and keep me from over indulging.,covenient snacks,1.0,2012-06-15,positive,0.9585,1,1_chocolate_cookies_good_like
B000LDXS2S,A2DV9PNI03THMP,5,positive,this product was far better than i expected. i would recommend this item to anyone looking for a different and great tasting new breakfast meat. it was part of a traditional english breakfast i recently made for company and they we all impressed. thanks,best bacon ever,1.0,2008-08-01,positive,0.988,2,2_sauce_salt_like_rice
B004PEU8A4,A2OGHOAHIBICU2,5,positive,five stars for taste packaging serving size. however walmart has them individually for only 88 cents per one ounce package! so you would only be paying 15.84 for 18 packages! thats a deal! youd be saving 3.17. plus you can mix and match different favors and you dont have to buy a whole lot of one flavor.,my advice dont buy online,1.0,2012-10-04,positive,0.8445,-1,-1_product_like_good_taste
B001H0FI5Y,A1DRKSQAJ16YZ8,5,positive,unfortunately i had to send my dolce gusto machine in for repair or replacement so i am currently on hold. since i used it for almost two months before it quit working i can tell you that i had a chance to try all the hot flavors that nescafe dolce gusto offers and i totally enjoyed each of them. i am not crazy about real strong coffee so the mild is perfect for everyday. although on days when i needed a little extra jolt i would drink the regular strength caffe lungo. i am anxious to get my machine back so i can once again enjoy the wonderful variety of coffees and hot chocolate available.,really good coffee,0.0,2009-01-27,positive,0.3975,0,0_tea_drink_like_taste
B0007A67SC,A2T135XHAH82S4,5,positive,the dogs love this product and the price is very reasonable...packaged well and easy to use...will continue to get this for the pets,good product and good price,1.0,2012-01-05,positive,0.9861,3,3_food_dog_dogs_loves
B005A1LE0Y,A1FT1G72WADIJS,5,positive,if anyone is on a diet or needs to eat more fiber this is for you. only 12 calories in a tb. but 3 tb. will fill you up. so for 36 calores you can have a healthy breakfast or snack!!!,totally love this stuff,0.0,2012-07-23,positive,0.798,-1,-1_product_like_good_taste
B00178XKNS,A26I1R846NY8X3,3,neutral,i have 60 french doors. easy to install. no tools required. i did it alone. keeps the mosquitoes and flies out like it is supposed to and lets fresh air in. negatives you cant just walk though it. you will need to use your hands to open and close it. also my cats are dumb and it took them a while to figure it out maybe thats a positive since it keeps them out side. bottom line i would recommend this but you should know about the opening and closing issue.,good but not hands free inout,0.0,2012-09-23,neutral,0.501,7,7_tree_catch_dead_caught
B0001RVNJY,A2IF2RWG9FTV5X,5,positive,i have two extremely aggressive chewers a lab and a dalmatian....and this bone keeps them busy for days. you do have to watch when the smaller top bones separate from the rest of the bone as they are chewed they could be a choking hazard. the sarge keeps both of my dogs interested even when the marrow and tendons have long since been eaten. great value for the price considering they last so long. if you want a bone that stimulates and satisfies this is it!,this thing is unreal.....,0.0,2011-04-26,positive,0.4252,3,3_food_dog_dogs_loves
B002IEZJMA,A73DFWJE0CGY6,3,neutral,as a night worker im always looking for a new beverage with zip in it. almost any coffee product will do. it helps though to be fully cognizant of whats in the can before you make expectations.while i guess i was thinking this was going to be another in the long line of starbuckstype creamy and sweet coffee drinks this is nothing of the kind. there is just enough sweet to take off the bitter but this is very much an espressotype drink which if id bothered to read the can i would have realized.good enough for what it was and it did hike my alertness somewhat it comes in a small can nowhere near the size of even a regular canned coffee. the flavor was okay but for what stuff goes for these days the product could be a little more generous.,not what i expected,0.0,2012-04-15,neutral,0.5724,0,0_tea_drink_like_taste
B0012KB46Q,A1HRYC60VTMYC0,4,positive,this humble little lady cat who spent her early years roaming the mean streets no longer has to scavenge for her food. she loves her fancy feast liver and chicken and eagerly devours it. she likes some other flavors of fancy feast canned too so i alternate once in a while carefully becuz cats need to take a while to get used to the other flavors of their cat foodiesmy only concerns are with the food coloring thats for the humans so they dont get grossed out by unexpected colors? certainly the cats dont care and the artificial flavor. but that does not stop me from giving it to cee cee after all she turns her nose up at all the other brands of cat food i get for her.,cee cee loves this,1.0,2009-08-19,positive,0.8219,3,3_food_dog_dogs_loves
B002U5A8NC,ALT8IGQU5EJA9,2,negative,just bought a 12 pack of this and orange crush the orange crush is good not as good as i remembered but drinkable. the sunkist has a strange bitter taste to itmakes me feel like i gulped a chemical experiment not a refreshing beverage. its not as bad as the generic big k which is quite awful but i dont think i can finish the rest.,bitter chemical taste,0.0,2011-12-15,negative,0.7305,0,0_tea_drink_like_taste
B003EML8PM,A2KZNUJKINCV33,5,positive,unlike microwave popcorn you cannot hear the pork skins cooking so only by trial and error and the wattage of your microwave will you know how long to cook these. cooked to the proper timing they will be fluffy melt in you mouth. 15 seconds too long you will have a stinky unedible product.it is something that you must try. i cooked mine for 1 minute 45 seconds and they were not all done. i do not know the wattage of my microwave.so try them for your self. as i said they are different than popcorn but have the same results if left too long in the micowave stinky.,totally wonderful if not overcooked,0.0,2012-04-05,negative,0.6303,2,2_sauce_salt_like_rice
B000UY0JIY,A2GWW6ISN0GNQM,3,neutral,the can is well filled with good fillets of eel. the taste is a little bland the smoked flavour is not very pronounced. makes a good pate with some onion and capers,good taste a little bland,1.0,2009-06-09,positive,0.8491,-1,-1_product_like_good_taste
B008ZRKZSM,A2117APPOAZ097,5,positive,this is the best product ever. i used to put regular peanut butter in my chocolate shakes and it would stick to the blender jar. just add a tablespoon of this powder in the jar and blend away. it is fantastic.,super pb2,0.0,2012-07-30,positive,0.973,1,1_chocolate_cookies_good_like
B00127JW8Q,A2XMZQZK10MO1U,4,positive,works great i bought it for my nephew who has celiac as a gluten replacement but tried it in my salad dressings and gravies. you just need the tiniest amount for it to thicken. love it.,a little dabll do ya,0.0,2012-10-25,positive,0.9499,1,1_chocolate_cookies_good_like
B000KND8RY,AJQS35BZ2GMU4,5,positive,this sweetener is wonderful for tea especially iced tea you can add it to hot or cold and it sweetens without being gritty like sugar or powdered sugar substitutes. it also works well for making margaritas use it in place ofthe sugar syrup healthier and time saving!the light agave does not have a strong taste and therefore it works well in everything tea lemonade coffee mixed drinks even baking. you can get a small 15 or 30ml bottle and fill it up to take out with you since most places dont have agave syrup available as a sweetener.,my new favorite sweetener!,1.0,2010-11-10,positive,0.9508,0,0_tea_drink_like_taste
B001E5E060,AFTMZS0VB5R2I,1,negative,after looking all over town for a good price on this we finally found it in the natural section at kroger on sale for 2.50. i cannot believe i paid that much for this junk! first off it has absolutely no flavor and the textureconsistencythickness reminds me of dog food kibble. i know its supposed to be a low sugar cereal but it also has no flavor! it tastes like cardboard and i have to sprinkle sugar on top of it to tolerate it. i will never ever make the mistake of buying this stuff again!,worst cereal ever!,0.0,2011-06-16,negative,0.8912,-1,-1_product_like_good_taste
B000FKL0EU,AJ5FFYJDA6S0G,1,negative,i have been a fan of wintergreen altoids for years. when my last 12pack ran out i picked up a 2pack of tins at a local store. these taste nothing like they used to and in fact taste nothing like wintergreen at all. this flavour is like a combination of peppermint and ozone. i will not be buying any more until they follow cocacolas example and bring back a classic formulation. neither will i be consuming the remainder of this most recent package.,definitely labderived,0.0,2012-07-22,negative,0.6359,-1,-1_product_like_good_taste
B000LO490C,A2UI35Q5E7T79E,5,positive,very yummy. mix with a tad bit of mayo and a yummy dip for shrimp or to put on a sandwich. it is hot so take that into consideration. we will buy again!,love it!,1.0,2010-06-07,positive,0.974,-1,-1_product_like_good_taste
B003LTM0RI,AS700YWE2G9Y8,4,positive,my husband has recently switched to drinking predominantly decaf and this was a good choice for him. hes a rare man one who enjoys flavored coffee. he likes the vanilla flavor and the low acidity is easy on his stomach. i enjoy it as well.,good vanilla flavor low acidity.,1.0,2011-05-26,positive,0.9613,0,0_tea_drink_like_taste
B001EO5M8G,A3UXCNQ75U0E8A,3,neutral,we love the taste of the cookiesmeringues and the price was better than at the store but many of the cookies were crushed which made them messy.,crushed cookies,1.0,2011-02-18,positive,0.909,1,1_chocolate_cookies_good_like
B00954NYVY,A3MNHGI16H85B8,5,positive,i love this coffee. its strong and bold without a bitter aftertaste. i have just placed an order for another one.,double black diamond,0.0,2012-01-18,positive,0.9829,0,0_tea_drink_like_taste
B000CMH0PY,AH05C5R5T6N3D,3,neutral,this tea is something different for the tea lover looking for a noncaffeinated herbal tea. its ok but a little like a watered down chocolate drink. its ok and ill finish it but i dont think ill buy it again after all my boxes run out whenever that is.,something different,1.0,2011-04-10,neutral,0.5357,0,0_tea_drink_like_taste
B002WDZ6Y8,A29YE50WK3XSGQ,1,negative,i too was unimpressed with the flavor of the finished latte. the tazo chai tea latte mix that is in the grocery store is far better and equally easy to make. i love the tassimo for the lattes and other coffees but this is one i will not buy again.,terrible taste,0.8,2010-04-30,positive,0.412,0,0_tea_drink_like_taste
